id,age,income,insurance,invested,em1,em2,em3,converted
10911,47.2,595.14,64564.37,1185.7,1,0,1,0
1869,40.0,9118.44,59433.53,40814.84,0,0,1,0
6320,39.5,8932.04,129433.78,19407.46,0,0,1,0
3722,44.3,11818.06,30636.19,23744.77,1,0,1,0
13488,46.1,3826.3,29113.75,5919.13,0,0,1,0
3383,48.9,5603.89,465.83,27383.82,0,0,1,0
12641,40.3,6047.4,26536.57,15721.88,1,0,1,0
6324,38.2,3001.51,11323.26,1758.06,1,0,1,0
4978,34.8,971.04,14392.63,888.36,0,1,1,0
79,39.6,4578.27,17822.88,9474.72,0,0,1,0
12325,49.1,3900.45,17395.4,4064.84,1,0,1,0
14977,49.2,1237.88,420.31,6768.71,1,0,1,0
82,41.3,5373.97,13670.09,7737.03,0,1,1,0
10642,35.4,1046.79,32155.55,2572.8,1,0,1,1
5584,41.5,1510.36,27630.51,2781.13,1,0,1,0
519,41.7,2327.44,58420.33,6446.56,0,0,1,1
14578,41.1,5386.46,31643.32,19255.55,1,0,1,1
3738,41.5,3113.19,46968.59,7779.79,0,0,1,0
5627,45.8,992.51,28520.49,3924.5,0,0,0,0
6799,42.1,19615.14,19669.36,35969.51,1,0,1,0
13908,40.6,12578.4,24678.98,22000.06,0,0,1,1
9534,42.5,5066.58,76146.96,11225.77,1,1,1,0
12547,43.8,502.52,29625.44,1262.36,1,0,1,0
9716,45.3,1379.02,47604.79,1223.23,0,0,0,0
902,44.6,797.97,1421.08,1252.13,1,0,1,1
13910,39.9,5968.02,49718.31,10589.75,1,0,1,0
13138,44.9,10663.04,884.58,29191.04,0,1,1,0
8561,44.6,12891.6,6270.75,23805.64,1,0,1,0
14518,51.0,14715.3,82983.99,27336.25,0,0,1,0
7321,46.6,9333.49,30433.2,27066.24,0,0,1,0
14296,42.0,1912.91,21033.46,4717.45,1,1,0,0
13504,44.7,1632.26,52694.31,3070.18,1,0,1,0
1430,40.0,3598.04,16283.42,3998.41,1,1,1,0
2133,41.0,12039.67,403.07,23328.06,0,0,0,0
5356,43.5,1617.69,23704.15,1610.07,1,0,1,0
3148,46.0,848.4100000000001,8001.59,3135.86,0,1,1,1
14779,47.1,5251.84,58829.16,13161.68,0,1,1,1
2680,44.5,3889.15,13376.43,15755.22,0,0,1,1
12409,40.3,6758.5,1748.81,9678.81,1,1,1,1
4291,40.1,1400.4299999999998,11174.35,1733.34,1,0,1,1
864,41.5,5852.11,65323.23,3000.9,1,0,1,0
8967,41.5,2332.36,3333.03,6508.68,0,0,1,0
6441,40.8,8713.62,16532.13,10204.39,0,0,1,0
14699,45.3,2862.57,21105.8,7409.35,1,0,1,1
13612,40.1,7888.48,17909.79,8666.27,1,0,1,0
2890,43.1,5131.71,12119.28,7944.44,1,0,1,0
6673,41.5,5695.46,23376.91,9359.24,1,0,1,0
3400,46.8,12215.72,10898.23,14988.89,0,0,0,0
13868,49.6,1679.96,14028.25,4219.57,1,0,1,0
9562,47.0,2538.98,28213.53,3402.25,1,0,1,0
1182,41.7,640.23,9249.66,647.14,0,1,1,0
3454,39.7,2610.11,55988.92,1584.32,0,0,0,0
7334,41.1,4095.06,53718.9,11492.86,1,0,1,0
13986,40.0,3182.71,16666.09,5477.89,0,0,0,0
9130,40.3,3587.61,8646.66,5554.25,0,0,1,0
14452,40.9,6453.53,51406.7,12667.7,0,0,1,0
13952,36.6,774.23,4039.59,3749.05,1,0,1,0
43,43.0,4197.27,100460.39,10909.98,0,0,1,0
3717,39.8,1021.71,139.15,1634.96,0,0,1,0
14392,40.7,6462.69,50090.03,19336.37,1,1,1,0
446,37.8,2384.3,50723.31,6323.35,1,0,1,0
9665,43.6,587.74,40905.08,1234.14,1,0,1,0
12085,39.2,3606.5,27926.02,12924.01,1,0,1,0
6622,42.2,1278.24,15857.18,1948.28,0,1,1,0
5798,39.3,3139.01,14578.18,12599.49,0,0,1,0
11228,38.8,2545.91,26404.65,2240.73,1,0,1,0
14207,45.3,7303.96,1276.56,15163.96,0,0,1,0
916,46.0,1011.85,20050.06,2573.51,0,1,1,0
71,47.2,4209.05,11967.82,5100.98,0,0,1,0
2067,37.7,2132.4300000000003,844.44,3509.18,0,1,1,0
8271,40.3,2663.92,2719.53,6553.23,1,0,1,0
7698,43.4,1318.13,58808.71,4138.15,1,1,1,0
3760,42.3,1625.37,25771.24,2774.87,1,0,0,0
5093,31.2,603.09,20366.7,1079.35,0,0,1,0
4085,47.3,794.63,62806.38,1319.23,0,0,1,0
862,37.8,8428.76,11886.3,22810.28,1,0,1,0
10601,51.0,10638.52,8866.83,28195.25,0,0,1,0
2619,36.5,1558.72,18536.55,1213.53,0,0,1,0
4459,37.9,5955.43,19277.77,14045.51,1,0,1,1
11138,41.1,10449.85,27160.56,20641.02,1,0,1,1
4706,41.2,1426.44,9978.48,1086.74,0,0,1,0
3163,42.1,558.22,21822.79,333.01,1,0,1,0
6639,41.2,1312.45,21788.99,1407.54,0,0,1,0
6937,41.9,767.0799999999999,24533.21,1881.64,1,0,1,0
10237,35.9,4163.13,20892.02,9946.24,1,0,1,0
12288,34.6,2028.45,18763.4,2159.67,1,0,1,0
14365,48.0,5640.84,89279.13,12015.54,0,0,1,0
13859,40.0,13837.41,565.74,37228.23,1,0,1,0
1210,39.9,5883.4,11479.95,7616.42,1,0,1,0
990,40.9,4711.02,179239.2,11025.83,1,0,0,0
6022,42.2,1653.1,68569.39,1319.03,1,1,1,0
3040,47.7,6090.47,222.9,14484.25,0,0,0,0
13606,44.4,7527.86,569.83,10587.31,1,0,1,0
5419,39.8,1324.95,26377.59,2586.79,0,0,0,0
353,47.6,8029.09,95600.39,24141.42,0,0,1,0
12869,50.0,3747.18,272.24,9380.79,1,0,1,0
12215,40.5,8507.95,14370.35,28379.91,1,0,1,1
8931,43.7,1513.15,7.61,489.68,1,0,1,0
11830,48.1,29578.75,20318.04,30769.1,1,0,1,1
2600,42.3,8975.68,113437.53,15595.92,1,0,1,0
1676,41.4,733.37,25020.95,2325.81,0,0,1,0
4222,36.6,3124.13,8737.83,4913.02,0,0,1,0
6554,42.4,1696.74,22455.54,6516.49,1,0,1,0
693,46.5,4318.0,20866.37,14562.99,0,1,1,0
13274,51.5,1683.17,7472.86,3074.75,0,0,1,0
6612,42.6,15189.92,34014.81,14708.97,1,1,1,1
6919,42.2,5361.28,172785.64,21328.07,1,0,1,0
6374,39.3,4199.63,17487.29,14353.71,1,0,1,1
10069,38.3,3279.47,34038.48,1694.4,0,0,1,0
7774,41.8,2263.44,20743.08,5137.32,1,0,1,0
5485,42.5,7617.49,17450.52,7592.32,1,0,1,0
5451,43.5,3032.67,46.35,9394.64,0,0,1,1
112,43.8,593.39,3530.89,1606.28,0,0,1,0
9907,31.2,1274.16,68074.48,3338.0,1,0,1,0
10073,36.5,4069.66,110905.94,16170.22,0,1,1,0
6504,47.4,4064.18,58079.43,7502.76,0,0,1,0
7514,47.1,2944.63,82875.79,4555.81,0,0,1,1
849,47.6,1340.14,75207.96,4519.2,1,0,1,0
12875,44.1,1145.9,115422.01,608.26,1,0,1,0
4875,37.8,2285.05,53452.14,2241.63,0,0,1,0
12772,38.5,778.78,9998.54,2633.56,1,0,1,0
300,52.8,4560.37,1886.49,12505.2,0,0,1,0
7987,44.7,1423.41,168206.37,3640.22,0,0,1,0
10374,44.2,726.63,84070.5,1551.57,0,0,1,0
4005,40.8,8563.95,23755.1,31596.57,0,0,1,0
14772,39.4,1355.78,1063.28,2077.82,0,0,1,0
9070,39.9,6930.37,28676.28,7945.41,0,0,1,0
11093,46.8,1310.3200000000002,438.09,3114.92,0,0,1,0
12789,50.1,7257.51,7281.38,27950.89,1,0,1,1
11299,43.3,5017.98,1749.4,7486.72,0,0,1,0
10088,43.7,1380.1,92600.43,2130.45,1,1,1,0
10724,38.7,4808.1,8440.56,7877.66,0,0,1,0
13470,44.4,4016.34,6430.57,14109.7,0,0,1,0
5693,50.2,7140.96,10999.58,17916.33,0,0,1,0
14071,49.9,2301.3,44523.46,6486.03,1,0,1,0
9761,39.2,1025.38,84676.62,2368.3,0,0,1,0
9108,44.7,2230.49,5287.47,8738.17,1,0,1,0
14148,44.2,5562.57,41847.04,21439.95,1,0,1,0
9675,51.3,1821.45,9178.42,4500.1,0,0,1,0
7786,43.7,3509.85,900.95,8116.62,1,0,1,0
8056,42.0,3010.37,25669.16,5756.0,0,0,1,0
8888,41.5,4744.92,154048.29,7539.0,0,0,1,0
10352,43.0,5967.04,1055.02,18480.32,1,1,1,1
14918,40.5,572.58,93585.48,871.04,0,0,1,0
7032,44.1,2703.35,7130.83,4408.31,0,0,1,0
9519,43.0,1458.14,2.91,5619.1,1,0,1,0
3748,46.2,8365.869999999999,2033.53,22997.84,1,0,1,0
1952,41.3,5480.72,5216.19,14916.51,1,0,1,0
2956,39.3,13855.89,4333.9,13120.08,1,0,1,1
13518,39.4,7072.62,39662.78,6746.12,1,1,1,0
5256,46.8,14937.21,36300.35,21333.23,1,0,0,0
8838,41.3,16835.7,43368.28,37786.97,1,1,1,0
2645,38.1,5150.86,57156.48,7710.97,0,1,1,0
6735,39.7,732.86,37.41,744.52,0,0,1,0
13845,47.3,3411.79,200.82,6205.01,0,0,1,0
13574,39.7,16716.75,24733.89,38321.38,0,1,1,1
163,28.6,4164.17,101488.11,7403.55,0,0,1,0
13027,44.4,7320.68,2215.37,32799.4,0,0,1,0
13789,45.1,3154.01,1421.95,6377.04,1,0,0,0
5486,41.6,2201.54,7268.37,3352.96,1,0,1,0
12832,42.2,8022.32,26694.3,17359.44,0,0,1,0
7797,49.1,6818.92,19203.23,16978.77,1,0,1,0
5412,40.4,2452.33,13046.7,4281.95,0,0,0,0
7520,43.4,783.81,871.31,1472.41,1,0,1,0
1461,40.5,1529.77,42767.33,4462.62,1,0,0,0
3351,43.4,13366.87,7420.99,31886.28,1,1,1,0
9265,49.4,4746.46,15209.25,18241.2,1,0,1,0
14012,49.5,3926.44,18974.88,8051.48,1,1,1,0
3021,34.3,1234.9299999999998,5754.07,2238.11,1,1,0,0
2465,42.8,3612.25,14512.62,5660.23,1,0,1,0
13627,41.9,612.9300000000001,73466.53,567.74,0,0,1,0
10120,41.0,4101.29,13232.46,4791.54,0,0,1,0
11096,46.4,8501.529999999999,4741.61,11975.93,1,0,1,0
11242,37.9,1612.48,17131.12,2340.68,0,0,1,0
4933,46.8,1614.42,19282.11,3683.92,1,0,1,0
621,43.8,5701.26,32282.42,11261.76,0,0,1,0
12216,41.8,2483.9,4254.93,5378.62,0,1,1,0
14976,39.9,3795.31,17491.06,10701.36,0,0,1,0
12980,38.8,6808.64,46339.15,10065.36,1,0,0,0
13525,32.9,10893.6,94007.31,5314.08,1,0,1,0
815,42.5,512.22,28819.7,659.79,0,0,1,0
1661,36.5,947.28,38886.76,1207.75,0,0,1,0
9461,40.3,2247.6400000000003,14147.42,2437.29,0,1,1,0
12786,45.2,8457.1,33516.43,8936.85,0,0,1,1
14343,50.3,651.97,1090.61,1376.56,1,1,1,0
13248,42.5,6895.51,32215.84,9792.82,0,0,1,0
8507,40.7,11458.41,24658.38,13473.07,1,0,1,0
606,45.7,2566.29,12086.27,3357.8,0,0,1,0
6908,36.2,1216.16,21179.36,2184.03,1,0,0,0
1522,37.6,4664.46,8689.0,6719.99,0,0,1,1
6457,45.3,2024.5,84151.06,3566.68,0,0,1,0
6814,39.6,3196.18,1292.75,6699.1,1,1,1,0
668,42.8,9430.96,13488.72,16083.54,0,0,1,1
13613,45.2,2737.07,172763.18,9756.8,0,1,0,0
8622,46.7,10419.35,8071.65,12148.96,1,0,1,0
7594,37.5,7338.26,12874.78,9054.92,0,0,1,0
8628,45.4,2507.1800000000003,68619.89,7211.16,0,0,1,0
11426,42.9,1737.08,15448.67,3823.35,1,0,1,0
8901,33.1,4443.87,2439.38,5238.55,1,0,0,0
5071,40.2,16266.4,44909.67,47764.06,1,0,1,0
3918,39.1,7078.9,130078.55,19494.18,1,0,1,0
5343,39.0,5086.41,4647.8,14154.88,0,1,1,0
1133,45.3,3793.94,4941.57,11192.23,1,1,1,0
13386,43.1,1815.98,9784.64,5064.8,0,0,1,0
1915,46.8,2313.54,25253.13,10523.75,0,0,1,0
559,38.4,1468.29,658.44,2444.5,0,0,1,1
14173,44.0,5363.75,19441.52,3628.69,1,0,1,1
6581,35.1,4312.65,8712.98,13028.64,0,1,1,0
14625,49.1,10285.91,15084.4,7374.23,1,0,1,0
4207,36.6,5295.85,967.17,15213.22,0,0,1,0
3550,45.8,1821.09,958.95,7403.54,1,0,1,0
875,46.8,1998.02,36677.3,1599.82,0,0,1,0
8531,41.4,9501.05,9862.76,20329.51,1,0,1,0
8427,42.8,3172.82,9168.82,8943.27,1,0,1,0
2649,43.7,5410.86,79464.36,22171.36,0,0,1,0
61,45.2,5323.2,32823.36,8771.27,1,0,0,0
14040,43.9,5723.73,84962.44,16874.81,0,0,1,1
3366,38.7,539.15,61843.59,1024.81,0,0,1,0
4926,46.7,5134.1,1906.93,10206.35,1,0,1,0
4965,47.1,2284.54,16863.53,2238.87,1,1,1,1
7184,38.4,9879.17,47744.67,44962.81,0,1,1,0
5653,35.2,1323.58,26258.62,894.07,1,1,1,0
6107,43.7,840.86,9691.7,1167.53,0,0,1,0
8352,43.0,10441.94,137671.81,30497.31,0,1,1,0
8302,44.9,2532.3,1271.89,2607.36,0,0,1,0
5407,48.5,4172.71,26180.68,5408.29,1,0,1,0
508,48.7,1055.59,1150.56,2371.0,0,0,1,1
13343,38.5,12180.77,30032.28,10961.35,0,0,1,0
13993,44.0,1214.78,801.07,5371.46,0,1,0,0
680,44.6,764.29,12591.69,1032.71,1,0,1,0
3867,39.2,4738.89,11252.64,13618.87,0,0,1,1
755,41.0,8296.51,22922.5,7735.97,1,0,1,0
8601,37.6,4799.76,177.01,12924.23,1,0,1,1
14915,36.5,7548.65,868.86,3783.35,0,0,1,0
10873,38.5,4061.51,3892.54,1802.43,0,0,1,0
5030,37.8,582.25,11008.31,1220.67,0,0,1,0
2025,39.2,2178.82,22039.41,3435.38,0,0,1,1
9832,42.6,6312.66,29371.84,8501.75,1,0,1,0
11285,42.0,3875.17,6275.44,9130.77,0,0,0,0
8587,47.3,2208.2,29694.73,2887.92,0,1,1,1
8357,41.7,2704.31,11567.28,8943.42,1,0,0,0
6473,47.4,4229.860000000001,9232.85,16483.67,1,0,1,0
14186,41.1,4527.05,6520.27,5312.58,0,0,1,0
852,44.6,7614.23,2555.16,32155.08,1,0,1,0
5110,43.1,2731.43,14993.8,8509.91,0,0,1,0
11185,46.9,9535.01,633.33,19697.32,0,0,1,0
4167,38.5,8222.07,53270.83,11609.21,1,1,0,0
11216,45.2,6627.63,3192.37,22381.41,1,0,1,0
10786,40.7,7679.52,47667.48,15073.36,0,0,1,0
7936,49.0,5029.37,54698.0,8121.0,1,0,1,0
6259,42.6,2698.97,20509.38,4102.4,1,0,1,0
6205,38.5,3000.28,6901.43,7622.55,0,0,1,0
12910,45.4,1386.26,6649.43,2199.09,0,0,1,0
9083,49.4,6406.03,39768.83,23134.93,0,1,1,0
7542,44.9,1534.17,58936.65,2714.75,1,0,1,0
4957,46.6,6751.54,17612.34,33140.14,0,0,1,0
12911,42.2,11168.57,70053.07,23401.55,1,0,1,0
9967,47.7,6441.72,37346.86,14551.75,1,1,1,0
944,46.7,5712.65,872.74,8308.46,1,0,0,0
12705,44.4,12439.33,1378.47,21451.75,1,0,1,0
13848,46.5,1852.12,61028.47,8555.43,0,0,1,0
8376,43.1,4143.65,7565.49,7601.31,1,0,1,1
12539,43.0,3801.69,15050.16,6125.65,0,1,0,0
5626,44.3,4358.45,33285.21,2729.22,0,0,1,0
6738,45.0,2626.95,10365.83,3472.45,0,1,1,0
2225,42.5,6187.21,8460.64,11718.08,1,0,1,0
7397,43.1,1093.0,4.17,2680.45,0,0,1,0
4351,45.3,2454.7,4544.12,6397.26,1,0,1,0
11728,47.7,9502.03,108024.46,27061.4,0,0,1,0
9906,40.8,4506.639999999999,20786.06,7528.69,0,0,1,1
7957,39.9,8609.33,7490.67,12368.26,1,0,1,0
2841,39.3,1354.8200000000002,17283.73,537.99,0,0,1,0
12141,39.8,6240.49,8954.17,21204.59,0,0,0,0
7176,46.9,637.79,832.86,2381.87,1,0,1,0
13437,43.4,3962.44,12995.22,14847.07,1,0,1,0
5331,39.4,13922.18,23015.16,36760.04,0,0,1,0
12349,45.2,6310.15,54836.28,22626.08,1,1,1,0
10522,48.4,9101.07,39838.43,49621.65,1,0,1,0
5498,44.5,878.36,928.99,2149.69,1,0,0,0
11323,46.8,3549.92,19112.77,10605.98,1,0,1,1
5871,48.7,10581.11,5578.2,18095.02,1,0,1,0
11961,43.1,781.74,8550.72,1457.53,1,1,1,1
6918,47.5,10704.82,14078.44,33956.81,1,0,0,0
380,42.4,4416.29,2665.1,3558.92,0,0,1,0
12476,43.3,659.3199999999999,17389.67,1025.2,1,0,1,0
4826,47.1,2657.12,10678.1,5576.52,0,1,1,1
10704,42.2,5397.71,1427.32,21339.37,0,0,1,0
7441,46.1,541.45,14669.7,834.52,1,0,1,0
8141,42.6,14354.04,27985.29,25051.13,1,0,1,0
1883,40.2,11260.22,217260.54,32542.88,0,1,1,0
13967,46.1,6293.45,11320.98,18272.89,0,0,1,0
3278,36.1,6797.35,1505.6,10115.04,0,0,1,0
11588,33.6,1551.49,5500.13,3768.76,0,0,1,0
6765,34.9,2229.09,14654.48,4073.92,1,0,1,0
8044,37.5,5208.45,56623.01,9903.67,0,0,1,0
6734,40.6,4557.09,23491.22,2307.33,0,0,1,0
11080,43.3,4003.14,3787.52,10007.34,1,0,1,1
1175,45.3,7524.67,4449.81,5517.54,0,0,1,0
12653,38.9,1611.75,15938.06,2698.06,1,1,1,0
578,42.7,1014.2,4867.03,1675.36,1,0,1,0
13430,40.1,4431.83,13503.37,14542.08,0,0,1,0
3703,46.5,771.05,11631.77,2105.22,0,0,1,1
8064,38.4,791.4300000000001,26788.82,580.41,1,0,1,0
9295,38.2,5078.14,12312.54,9515.64,1,0,1,0
7368,40.3,1723.92,82195.45,1568.14,1,0,0,0
10827,43.5,3161.21,10870.7,7819.26,1,1,1,0
1801,45.2,6850.94,529.95,12656.79,0,0,1,0
11112,42.5,3057.74,13395.16,3573.91,0,0,1,0
1993,40.8,1322.44,8453.57,1062.19,0,0,1,0
8338,44.0,17631.69,61000.46,24160.61,0,0,1,0
14120,36.3,2230.3,31174.69,3840.1,0,0,1,0
12774,32.2,3355.23,13340.4,7268.46,0,0,1,0
3097,37.8,2464.21,789.49,3027.73,1,0,1,0
7445,40.7,10740.84,50836.94,26130.45,1,0,1,0
14634,41.5,10728.17,6306.69,8861.91,0,0,1,0
9992,39.1,9842.89,80317.0,23951.73,1,0,1,0
11106,41.7,1228.3200000000002,1825.42,2223.59,0,0,1,0
722,41.6,3710.27,38399.19,12146.95,1,0,1,0
5598,43.8,7111.18,98.48,12214.5,0,1,1,0
14412,43.5,4147.9,13370.69,13816.59,0,0,1,0
4652,43.3,2519.24,8876.19,5684.89,1,0,1,0
14121,43.8,1097.0700000000002,21701.64,2779.17,1,0,1,1
335,28.9,600.84,9764.37,523.13,1,0,1,0
9067,42.2,10001.87,34451.8,13507.72,0,0,1,0
6967,38.9,9248.3,12534.9,4825.77,0,0,1,0
351,41.4,9547.5,1497.97,14754.96,1,0,1,0
6307,41.9,4064.29,45050.15,3728.01,1,0,1,0
3001,42.8,5511.4,23203.82,7543.74,1,0,1,1
12783,41.9,6265.65,2693.92,2426.09,1,1,1,0
14567,36.9,6147.94,12226.98,8091.98,1,0,1,0
12034,38.9,1470.37,748.88,2859.55,1,0,1,0
14097,44.4,11419.18,8767.09,41441.61,1,0,1,1
6925,43.2,5305.08,32595.1,13885.93,0,0,1,0
8881,37.5,2832.82,28.78,9416.65,1,0,1,0
7576,43.4,2919.06,106199.56,16332.89,0,1,1,0
12217,38.4,917.27,46572.15,1181.97,1,1,1,0
9773,36.1,808.3,21537.23,1355.95,1,0,1,0
8097,47.8,6608.74,10024.75,17683.34,0,1,1,0
12260,45.8,6088.26,12634.58,8379.82,1,0,1,0
6979,39.7,1811.58,8093.8,2008.54,0,0,1,0
3825,43.4,3803.3,38926.02,8067.42,0,1,1,0
9335,42.1,516.86,15506.29,1496.68,1,0,1,0
13785,38.8,3339.69,5527.92,6359.46,1,0,1,0
11261,41.4,1359.65,374.23,3626.87,0,0,1,1
5092,42.1,1422.8,49600.08,1378.87,0,0,1,1
2511,45.4,990.04,62781.48,2147.36,0,1,1,0
14607,43.9,1598.4,24769.06,2585.7,1,0,1,0
12489,46.4,2247.31,26379.95,7037.14,1,0,1,0
6553,51.1,1726.06,1185.69,4893.92,0,0,1,0
14710,40.1,5900.7,19522.4,11518.3,1,0,1,0
7442,34.6,2367.8900000000003,41939.55,2124.23,0,1,1,0
750,45.3,618.2,20448.56,1652.19,1,0,1,1
3531,40.9,3470.14,9330.46,5711.99,0,0,1,0
11316,53.6,632.25,3302.81,2002.63,0,0,1,0
7801,50.1,13237.63,24708.56,19520.98,0,0,1,0
13215,38.7,750.6800000000001,25997.56,1564.44,0,0,1,0
2642,39.5,6885.25,73180.79,25683.08,0,0,1,0
1459,40.5,2669.04,95673.15,8739.53,1,0,1,1
9862,43.3,2479.15,27700.62,3654.79,1,0,1,0
9090,39.3,922.3,6261.16,1906.35,1,1,0,0
4859,37.8,1502.64,18104.47,1712.74,1,0,1,0
13632,50.2,12400.42,9647.25,46386.58,1,0,1,0
1939,42.7,1864.45,26643.6,4688.46,1,1,1,0
8354,47.0,8751.49,4235.57,13897.88,1,0,1,1
2928,41.8,3888.02,4880.63,7110.07,1,0,1,0
10159,41.7,3928.31,30100.41,3890.36,1,1,1,0
5585,38.2,1640.64,3309.94,2599.57,0,0,1,0
3164,47.1,1126.27,3430.85,1335.29,0,1,1,1
14657,38.0,2896.75,43518.23,5325.29,1,0,1,0
13355,33.1,1022.97,5475.9,1657.61,1,0,0,0
6212,45.9,2011.24,23697.56,8859.61,1,0,1,1
8343,48.0,1419.4,314.83,4946.17,0,0,1,0
1365,44.8,1832.64,19921.8,4516.89,0,0,0,0
11493,39.0,1464.48,4854.14,2687.2,0,0,1,0
6168,47.6,3553.05,1115.52,6006.37,0,0,1,0
6299,33.6,994.9,29849.49,3353.98,1,0,1,0
2424,34.0,5506.6,4592.42,11808.96,1,0,1,1
5248,45.4,2802.54,9869.67,10828.64,0,0,0,0
8847,42.5,7288.37,15641.41,15484.67,0,0,1,0
12899,43.1,10756.51,1177.28,33863.13,0,0,1,0
4946,45.3,2118.58,9863.34,3116.39,1,0,1,0
4225,35.8,1081.87,12676.99,1965.61,0,0,1,0
13012,47.7,1609.1,35973.69,2679.95,0,0,1,0
4710,44.7,907.46,127.06,882.66,0,0,1,0
10459,44.4,2262.4300000000003,19732.26,6986.48,1,0,1,0
10523,47.7,3630.73,3602.39,10890.02,1,0,1,0
7754,48.9,2259.53,176365.82,1565.48,0,0,1,0
1400,37.5,6892.08,223237.79,4750.27,1,1,1,0
14887,41.5,6973.68,22859.27,15421.6,1,1,1,0
4751,40.2,12193.98,17407.38,38201.76,1,0,1,0
3502,42.6,9540.39,63432.35,26659.75,1,0,1,0
3361,43.5,1805.05,5390.98,3495.36,1,0,1,0
124,45.6,1722.34,44872.58,2534.25,0,0,1,0
2317,39.9,3439.57,31188.88,3747.15,0,1,1,0
8039,40.3,6986.95,820.98,7114.95,0,0,1,0
1728,43.0,1740.87,11289.67,3140.13,0,1,1,0
10787,39.4,13493.12,63406.97,29821.17,1,0,0,0
3894,38.6,4919.41,5875.54,5631.31,1,0,1,0
13614,46.1,1899.41,73013.85,973.41,0,0,1,0
2089,38.8,13534.15,20659.08,22907.66,1,0,1,0
2155,44.1,8205.95,60389.66,20849.55,1,0,1,1
10265,44.5,752.28,29171.97,2163.44,0,1,1,0
8834,45.9,4124.1900000000005,61624.69,10563.1,0,0,1,0
7696,48.3,8645.689999999999,25089.77,21450.45,0,0,1,1
3625,40.9,5521.51,24659.1,6445.82,0,0,1,0
5252,44.1,534.96,11413.79,1284.42,1,0,1,0
3724,44.0,933.56,30869.25,1404.73,0,0,1,0
7914,48.7,2154.4,337.75,4553.94,1,0,1,0
5208,39.6,1714.38,22564.15,1961.21,0,0,1,0
11246,47.5,1515.79,11318.51,4550.25,1,1,1,0
9215,38.4,3885.78,14184.6,12369.33,0,0,1,0
1097,46.4,13266.35,20539.13,27144.74,1,0,1,1
14785,39.2,4935.75,10448.85,15602.56,1,0,1,0
6288,40.6,1219.31,49369.76,2838.9,0,0,1,1
7171,47.3,625.6800000000001,13658.37,1323.54,0,0,1,0
10816,38.5,5299.73,36821.58,10036.17,1,0,0,0
14753,40.3,1099.9299999999998,22536.77,1485.89,1,0,1,0
8535,44.5,2704.44,45469.63,7946.89,1,0,1,0
1025,37.9,1436.24,1506.61,2372.21,1,0,1,0
403,42.1,1558.6,66179.49,3483.82,1,1,1,0
7003,45.1,2507.09,103035.74,3279.34,1,0,1,0
7072,42.5,3966.15,305.32,9246.37,0,0,1,0
3771,47.7,4952.5,3176.68,12049.98,1,0,1,0
3670,41.7,4174.01,57364.55,4756.51,0,1,0,0
11969,36.9,562.83,41494.13,1050.09,1,0,1,0
13930,41.7,7170.4,3042.83,11005.58,0,0,1,1
9536,41.4,2051.62,58529.28,4658.56,1,0,1,0
6285,34.1,4371.93,136159.57,12980.44,0,0,1,0
2149,43.7,6405.54,29316.71,9292.72,1,0,1,0
7131,41.5,2859.81,6817.14,4188.61,1,0,1,0
12840,40.6,1073.95,35583.88,1206.89,1,0,1,0
12296,37.5,1187.9,58772.4,809.66,0,1,1,0
1973,45.7,5481.26,69365.27,13395.61,1,1,1,0
6905,46.4,1479.84,7758.57,2060.31,0,0,1,0
2582,39.9,5040.95,3560.55,12076.79,0,0,1,0
5640,52.2,7356.14,85368.65,18511.42,1,0,1,0
5791,36.6,7914.39,4416.14,13186.96,0,0,1,0
14628,47.6,3197.98,136326.86,8756.13,0,0,1,0
13579,39.2,11235.49,52389.79,29234.72,1,0,1,0
14831,40.4,11704.9,887.93,24081.0,0,0,1,0
8950,40.7,948.03,42438.0,1791.01,1,0,1,0
8100,37.7,10448.97,15220.48,19253.74,1,0,0,0
9715,38.4,3319.28,62788.74,1859.75,1,0,1,0
7866,48.4,7044.28,30754.21,18465.78,0,1,1,0
13803,52.0,4690.05,16275.97,9761.94,0,0,1,0
1916,41.7,942.84,66781.38,1347.02,1,0,1,0
12095,44.1,5671.35,151103.75,11243.97,1,0,1,0
3457,48.8,2855.45,21693.9,6615.92,0,1,1,0
4490,43.5,2239.67,5142.6,2611.57,1,0,1,0
11498,40.3,3747.32,24304.73,6855.47,1,0,1,0
7593,37.5,4322.45,8189.04,5873.79,1,0,1,0
12812,47.6,1886.73,18492.57,2142.51,0,1,1,0
3181,50.9,1392.2,9272.28,3573.08,1,0,0,0
11709,35.2,724.6800000000001,26170.61,2267.62,0,0,1,0
13233,42.2,18715.37,12634.83,23036.66,0,0,1,0
928,41.2,1619.36,89421.97,2732.15,1,1,1,0
7327,43.7,4291.780000000001,37327.66,4357.66,0,0,1,0
632,42.6,3298.33,103328.6,10221.19,0,1,1,1
11910,34.1,3429.54,2429.3,7274.11,0,1,1,0
4261,42.3,840.1,45772.98,1989.51,0,0,1,0
12313,48.0,8038.23,23169.19,18768.46,1,1,1,0
10400,40.4,5520.27,57301.52,10576.85,0,0,1,0
6415,42.3,13175.0,51744.12,33657.09,0,0,1,1
3608,48.0,2018.08,518.57,3295.19,1,1,1,0
13290,46.5,968.1,74894.11,1971.08,1,0,1,0
9508,49.2,9223.62,254.77,33557.07,1,0,0,1
3880,40.3,18540.64,96615.75,29238.36,1,0,1,0
